Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ESTOQUE CONFORTAVEL,3643,ACIDO AMINOACETICO,NEON,500G,ENTRADA,,6,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,236497,ACETATO DE POTÁSSIO,SIGMA,100G,ENTRADA,,1,0,BANCADA LBM I (LETRA A),True,2024-11-08 00:00:00,
ESTOQUE CONFORTAVEL,P1190,,SIGMA,100G,ENTRADA,,1,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,A1012.01.AG,ACETATO DE POTÁSSIO,SYNTH,500G,ENTRADA,,1,,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,AP07939RA,,ÊXODO,500G,SAIDA,,0,1,BANCADA LBM II P17,True,2024-09-04 00:00:00,
ESTOQUE MODERADO,S2889,ACETATO DE SÓDIO,SIGMA,,,,0,1,SALA DO AKITA ARMARIO P24 A P26,True,2025-02-18 00:00:00,
ESTOQUE CONFORTAVEL,D7299,"ACIDO 2,4-DICLORFENOXIACÉTICO",SIGMA,100G,,,1,0,,False,,
ESTOQUE MODERADO,11 332 775,ACIDO ALFA CETOGLUTARATO,ROCHE,80G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,10039,ÁCIDO ASPÁRTICO,ECIBRA,25G,,,0,1,BANCADA LBM II (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,,,ANIDROL,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,H5003,ACIDO BORICO,PROMEGA,1000G,,,0,1,"Controlado PF Armário A 3,4 e 5",True,2024-10-11 00:00:00,
ESTOQUE CONFORTAVEL,263,,VETEC,500G,,,5,0,"Controlado PF Armário A 3,4 e 5",True,2024-10-11 00:00:00,
ESTOQUE CONFORTAVEL,B6768,,SIGMA,500G,,,1,0,"Controlado PF Armário A 3,4 e 5",True,2024-10-11 00:00:00,
ESTOQUE CONFORTAVEL,31146,,SIGMA,500G,,,0,1,"Controlado PF Armário A 3,4 e 5",True,2024-10-11 00:00:00,
ESTOQUE CONFORTAVEL,C-4945,ÁCIDO CACODÍLICO,SIGMA,10G,,,4,0,,False,,
ESTOQUE CONFORTAVEL,172,ÁCIDO CÍTRICO ANIDRO,NEON,1000G,,,2,0,P17A,False,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,A1026.01.AG,ÁCIDO CÍTRICO ANIDRO,SYNTH,500G,,,0,1,BANCADA DO LBM II (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,,ÁCIDO CINAMICO,CARLO ERBA,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,155,ACIDO INDOL-3-ACETICO,NEON,5G,,,1,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE MODERADO,C 1909,ÁCIDO CÍTRICO MONOHIDRATADO,SIGMA,500G,,,0,1,BANCADA LBM I (LETRA A),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,AG09037RA,ÁCIDO GLUTÂMICO,,100G,,,1,0,BANCADA LBM II/P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,,ÁCIDO GLUTÂMICO,EXODO,100G,,,1,0,ARMÁRIO P17 LBMI,False,,
ESTOQUE CONFORTAVEL,H200-59,ACIDO HIDROXIBENZOICO,SIGMA ,100G,,,1,3,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,C0230,ÁCIDO OXÁLICO,CINETICA QUIMICA,500G,,,0,1,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,A1049.01.AG,,SYNTH,500G,,,1,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,P 0430,ÁCIDO PERIÓDICO,SIGMA,25G,,,0,1,LBMI - DESSECADOR 5,False,,
ESTOQUE CONFORTAVEL,S7401,OK,SIGMA,500G,,,0,1,P17A,False,,
ESTOQUE CONFORTAVEL,125,,ISOFAR,500G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,110441,ÁCIDO SORBICO,NEON,250G,,,0,1,BANCADA LBM II (LETRA A),True,2024-09-04 00:00:00,
ESTOQUE MODERADO,111447,ACIDO SALICÍLICO,ISOFAR,500G,,,,1,,False,,
ESTOQUE MODERADO,1027,ACIDO URICO,VETEC,50G,,,0,1,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,R02230500,ÁCIDO TRICLOROACÉTICO (TCA),ACS,500G,,,0,1,DESSECADOR 3,True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,A1066.01,,SYNTH,500G,,,0,1,DESSECADOR 3,True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,466,,VETEC,500G,,,1,1,DESSECADOR 3,True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,126678,ACRILAMIDA,DINAMICA,500G,,,1,0,,True,,
ESTOQUE CONFORTAVEL,790601,ACRILAMIDA,LUDWING,500G,,,,2,P18A,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,10784,ACRILAMIDA,MERCK,100G,,,0,1,P18A,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,A 8887,ACRILAMIDA,SIGMA,500G,,,0,1,BANCADA LBM I,True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,A 8887,ACRILAMIDA,SIGMA,100G,,,5,1,P18A,True,2024-09-09 00:00:00,
SEM ESTOQUE,A 8887,ACRILAMIDA,SIGMA,1KG,,,0,1,P17B,True,2024-09-04 00:00:00,
ESTOQUE MODERADO,A 8626,ADENINA,SIGMA,100G,,,0,1,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,A8710,ALGINATO DE SÓDIO,C4 CIENTIFICA,250G,,,2,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,R02340500,AGAR,ACS CIENTÍFICA,500G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,A 10752,AGAR,ALFA AESAR,500G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,A1296,AGAR,SIGMA,1KG,,,2,1,P17A,True,2024-09-05 00:00:00,
SEM ESTOQUE,102395371,AGAR,SIGMA,1KG,,,,,,False,,não achei acredito que acabou
ESTOQUE CONFORTAVEL,4531,AGAR,CHEM GOLD,500G,,,7,1,BANCADA LBM II/P17A,True,2024-09-05 00:00:00,
SEM ESTOQUE,200026,AGAR,BIOLOG,1KG,,,,,,False,,não achei acredito que acabou
ESTOQUE CONFORTAVEL,4531,,CHEM GOLD,500G,,,9,0,,False,,
ESTOQUE CONFORTAVEL,110-1,AGAR MUELLER HINTON,PRODIMOL,500G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,K251058,,KASVI,500G,,,1,0,,True,2025-03-17 00:00:00,
ESTOQUE CONFORTAVEL,K25-610007,AGAR BHI,KASVI,500G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,M211,AGAR BHI,HIMEDIA,500G,,,1,0,P18A,True,2024-09-09 00:00:00,
,4531,AGAR,CHEMGOLD,500G,,,0,1,BANCADA LBM2 (LETRA A ),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,70186,AGAR EMB,SIGMA,500G,,,0,1,,False,,
ESTOQUE MODERADO,95586,AGAR XLD,SIGMA,500,,,0,1,,False,,
ESTOQUE CONFORTAVEL,M073,AGAR SANGUE,HIMEDIA,500G,,,2,0,,False,,
ESTOQUE CONFORTAVEL,K251800,AGAR BACTEROLOGICO,KASVI,500G,,,1,0,P18A,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,1054040500,AGAR MANITA VERMELHO FENOL ,,500G,,,,,"Controlado PF Armário A 3,4 e 5",True,2024-09-10 00:00:00,
ESTOQUE CONFORTAVEL,A9539,AGAROSE,SIGMA,100G,,,1,1,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,A9539,,SIGMA,500G,,,0,1,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,K99100,,KASVI,100G,,,1,,BANCADA LBM I,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,K9-9500,,KASVI,500G,,,0,1,"BANCADA LBM I
não achei",False,,
SEM ESTOQUE,16500-100,,INVITROGEN,100G,,,,,,False,,não achei acredito que acabou
ESTOQUE CONFORTAVEL,9012366,,SINAPSE,500G,,,0,1,BANCADA LBM I,False,,
ESTOQUE CONFORTAVEL,,ALARANJADO DE METILA,PRO ANALYSI,25G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,19392,ALBENDAZOLE,MP BIOMEDICALS,10G,,,1,0,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,A7906,ALBUMIN FROM CHICKEN,SIGMA,250G,ENTRADA,2025-04-02 00:00:00,0,1,P17A,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,R03210500,AMIDO SOLÚVEL,ACS CIENTÍFICA,500G,,,,,BANCADA DO LBM2 (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,CAS9005849,,SIGMA,500G,,,,1,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,59765,,SIGMA,500G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,A70704,AMINONITROFENILPROPANEDIOL,SIGMA,10G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,A 89804,ANTRANILAMIDA-2AB,SIGMA,100G,,,1,0,,True,2024-09-05 00:00:00,
ESTOQUE MODERADO,A7631,ASCORBATO DE SÓDIO,SIGMA ,25G,,,0,1,,False,,
ESTOQUE MODERADO,822,ANTRONA,VETEC,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,A1105.01.AG,AZIDA DE SÓDIO,SYNTH,500G,,,1,0,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,S2002,,SIGMA,100G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,494,,VETEC,100G,,,1,1,P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,,AZOCASEÍNA (ALIQUOTADA),,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,449,AZUL DE BROMOFENOL,AMRESCO,50G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,CAS115399,,PERFYLTECH,5G,,,3,0, SALA DO AKITA P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,161-0404,,BIORAD,10G,,,2,1,,False,,
ESTOQUE CONFORTAVEL,A1106.01.AB,,SYNTH,50G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,1.12553.0025,AZUL DE COOMASSIE R250,MERCK,25G,,,6,2, SALA DO AKITA P17A,True,2024-12-11 00:00:00,
ESTOQUE CONFORTAVEL,B0149,,SIGMA,5G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,161-0400,,BIORAD,10G,,,4,1,,False,,
ESTOQUE CONFORTAVEL,27815,AZUL DE COOMASSIE G250,SIGMA,25G,,,0,1, SALA DO AKITA P17A,True,2024-09-05 00:00:00,
ESTOQUE CONFORTAVEL,161-0406,,BIORAD,10G,,,1,1,,False,,
ESTOQUE CONFORTAVEL,B0770,,SIGMA,5G,,,0,3,,False,,
ESTOQUE CONFORTAVEL,1265,,VETEC,25G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,C142655,,PROQUÍMIOS,10G,,,0,1, SALA DO AKITA P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,1283,AZUL DE METILENO,MERCK,100G,,,0,1,,False,,
,,,,,,,,,,False,,
ESTOQUE CONFORTAVEL,-,AZUL DE METILENO ALIQUOTADO,-,-,,,0,1,BANCADA LBM II (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,4244,AZUL DE TRIPAN,NEON,25G,SAIDA,2024-09-16 00:00:00,0,1,BANCADA LBM I (LETRA A),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,112553,AZUL BRILHANTE DE COMASSIE,,25g,,,0,1,BANCADA LBM I (LETRA A),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,11363,AVICEL PH-101,SIGMA,250G,,,0,1,P18A,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,11365,,SIGMA,1KG,,,0,1,DESSECADOR 4,False,,
ESTOQUE CONFORTAVEL,430,ACIDO PERIODICO ,SIGMA,25G,,,0,1,DESSECADOR 5,False,,
ESTOQUE CONFORTAVEL,K525079392,ARABINOSE ,MILIPORE,-,,,0,1,BANCADA LBM II (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,D707224-5G,"ACIDO 2,4-DICLOROFENOXIACÉTICO 98%",SIGMA,,ENTRADA,2024-09-16 00:00:00,1,0,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,CAS9002-89-5,ALCOOL POLIVINILICO P.S,EXODO,500G,ENTRADA,2024-09-17 00:00:00,1,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE MODERADO,A5754,3-AMINO-9-ETHYLCARBAZOLE,SIGMA,10G,ENTRADA,2024-09-18 00:00:00,0,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE MODERADO,A6141,AMMONIUM BICARBONATE,SIGMA,500G,ENTRADA,2024-09-19 00:00:00,0,1,LBMI - DESSECADOR 5,True,2024-09-09 00:00:00,
ESTOQUE MODERADO,H20059,ACIDO 4 - HIDROXIBENZOICO,ALDRICH,100G,ENTRADA,2024-09-20 00:00:00,0,1,,True,2024-09-23 00:00:00,
ESTOQUE CONFORTAVEL,R03080250,ALGINATO DE SÓDIO REAGENTE P.A,,,ENTRADA,2024-10-09 00:00:00,1,0,P17A,False,,
ESTOQUE CONFORTAVEL,D6750,ACIDO DEOXICÓLICO SAL SÓDICO,,,,,0,1,BANCADA LBM II (LETRA - S),True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,A0166,AMPICILIN SODIUM SALT,,5G,,,0,2,GELADEIRA(PART-01/PORTA),True,2024-10-17 00:00:00,
ESTOQUE MODERADO,A8523,AMOXICILIN,SIGMA,1G,,,0,1,GELADEIRA(PART-01/PORTA),True,2024-10-17 00:00:00,
ESTOQUE CONFORTAVEL,F0257,ANTI-MOUSE IGG,SIGMA,5ML,,,0,1,GELADEIRA(PART-01/PORTA),True,2024-10-17 00:00:00,
,,ACIDO 2 - CLOROETILFOSTÔNICO,SIGMA,,,,0,1,GELADEIRA(PART-02/PORTA),True,2024-10-18 00:00:00,
ESTOQUE MODERADO,1395,ACIDO ASCOŔBICO,ANIDROL,250G,,,0,1,BANCADA DO LBM 2 (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,40367,ACIDO CINAMICO,CARLO ERBA,50G,,,0,1,BANCADA DO LBM II (LETRA,False,,
ESTOQUE MODERADO,-,ARGILA BRANCA,-,-,,,0,1,BANCADA LBM I (LETRA A),True,2024-11-11 00:00:00,RENATO SENNA
ESTOQUE MODERADO,-,ACETATO DE SÓDIO,-,-,,,0,1,BANCADA LBM I (LETRA A),True,2024-11-11 00:00:00,
ESTOQUE MODERADO,127082,ACETATO DE POTASSIO,EXODO,500G,,,0,1,BANCADA LBM I (LETRA A),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,822,ANTRONA,VETEC,,,,0,1,BANCADA LBM II  (LETRA A),True,2024-11-13 00:00:00,
B,,,,,,,,,,,,
ESTOQUE CONFORTAVEL,,BASE AGAR SANGUE,PRODIMOL,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,507,BICARBONATO DE AMÔNIO,VETEC,500G,,,0,1,DESSACADOR 5,True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,CAS144558,,EXODO,500G,,,1,0,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,A 6141,,SIGMA,25G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,A 6141,,SIGMA,25G,,,0,1,DESSECADOR 5,False,,
ESTOQUE CONFORTAVEL,S7277,BICARBONATO DE SÓDIO,SIGMA,1KG,,,0,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,S 5761,,SIGMA,500G,,,0,1,BANCADA LBM I (LETRA B),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,BS06129RA,,ÊXODO,500G,,,0,1,"BANCADA LBM I
não achei",False,,
ESTOQUE CONFORTAVEL,FMA00001,,FMAIA,500G,,,1,0,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,B2007.01.AH,,SYNTH,1000G,,,0,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,,,ALIQUOTADO,-,,,0,1,"BANCADA LBM II
(LETRA B)",True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,B3876,BICINE,SIGMA,,,,0,1,BANCADA LBM II (LETRA -B),True,2024-10-16 00:00:00,
ESTOQUE CONFORTAVEL,,BIOCHANIN A,EXTRASYNTHESE,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,161-021,BIS ACRILAMIDA,BIORAD,50G,,,3,3,,False,,
ESTOQUE CONFORTAVEL,17-1304-01,,AMERSHAM BIOSCIENCES,25G,,,0,1,"BANCADA LBM I
não achei",False,,
ESTOQUE CONFORTAVEL,15516024,,INIVITROGEN,100G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,146072,,SIGMA,500G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,M972,BILE ESCULIN AGAR,HIMEDIA,500G,,,0,1,BANCADA LBM II (LETRA B),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,M073,BLOOD AGAR BASE,HIMEDIA,500G,,,0,1,BANCADA LBM II (LETRA B),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,53286,BRAIN HEART INFUSION,MERCK,500G,,,1,0,não achei,False,,
ESTOQUE MODERADO,K25-1400,,KASVI,500G,,,0,1,BANCADA LBM II,False,,
ESTOQUE MODERADO,K25-1400,,KASVI,500G,,,1,0,,False,,
ESTOQUE MODERADO,K25-1048,,KASVI,500G,,,0,1,BANCADA LBM II (LETRA B),True,2024-11-13 00:00:00,
ESTOQUE MODERADO,CM1135,,OXOID,500G,,,0,1,BANCADA LBM II,False,,
ESTOQUE MODERADO,M210,BRAIN HEART INFUSION (CALDO),HIMEDIA,500G,,,2,0,ARMÁRIO P19 LBMI,True,2024-09-23 00:00:00,
ESTOQUE MODERADO,,BRAIN HEART INFUSION (BHI BROTH),KASVI,500G,ENTRADA,2024-10-14 00:00:00,1,0,P18,True,,PROFESSORA ANDREIA  ANOTAR A DATA DA SAIDA E QUEM RETIROU)
ESTOQUE CONFORTAVEL,B0770,BRILLIANT BLUE G,SIGMA,25G,,,0,1,P17B,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,27815,,SIGMA,25G,,,,,,False,,
ESTOQUE MODERADO,923,BROMETO DE CETILTRIMETILLAMÔNIO,VETEC,100G,,,0,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,H 5882,BROMETO DE HEXADECILTRIMETILAMÔNIO,SIGMA,100G,,,0,1,P17A,False,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,7647156,BROMETO DE SÓDIO,EXODO,500G,,,0,1,BANCADA LBM II (LETRA B),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,B5265,BUTYROFENONA,SIGMA,100,,,1,0,,False,,
ESTOQUE CONFORTAVEL,2492306,BROMOCRESOL (Púrpura de bromocresol indicador),MERCK,5G,SAIDA,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,D216306,"2,2-BIPYRIDYL",SIGMA,2.5G,SAIDA,,1,1,P17A,True,2024-09-02 00:00:00,
ESTOQUE CONFORTAVEL,B3408,6-BENZILAMINOPURINA ,SIGMA,100MG,ENTRADA,2024-10-09 00:00:00,1,0,P17B,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,14400,BIOTINA,SIGMA,100MG,ENTRADA,2024-10-09 00:00:00,1,0,P17B,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,M211,,HIMEDIA,500G,ENTRADA,2024-10-09 00:00:00,1,0,P17A,True,2024-09-04 00:00:00,
ESTOQUE CONFORTAVEL,M1029,BROTH M17,HIMEDIA,500G,ENTRADA,2024-10-09 00:00:00,1,0,P18B,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,BS09569RA,BISSULFITO DE SODIO,EXODO,500G,ENTRADA,2024-10-09 00:00:00,1,0,P18B,True,2024-09-10 00:00:00,
ESTOQUE CONFORTAVEL,B125,BACITRACIN,,50MG,ENTRADA,2024-10-09 00:00:00,,,GELADEIRA 5(PRAT-01/PORTA),True,2024-10-17 00:00:00,
ESTOQUE CONFORTAVEL,298931,BROMETO TIAZOLIL AZUL,EXODO,1G,ENTRADA,2024-10-09 00:00:00,,,GELADEIRA 5(PRAT-01/PORTA),True,2024-10-17 00:00:00,
ESTOQUE CONFORTAVEL,449,BROMOPHENOL,SIGMA,50G,,,,1,BANCADA LBM I (LETRA B),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,16101201,BIS N'N - METHYLENE - BIS ACRYLAMIDE,BIORAD,50G,,,0,1,BANCADA LBM I (LETRA B),True,2024-11-07 00:00:00,
ESTOQUE CONFORTAVEL,1203,BIOCHAIN A ,EXTRASYNTHESE,1203,,,0,1,BANCADA LBM I (LETRA B),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,3025,BROMKRESOL PURPUR,MERCK,5,,,0,1,BANCADA LBM I (LETRA B),True,2024-11-13 00:00:00,
C,,,,,,,,,,,,
ESTOQUE CONFORTAVEL,,CALDO MRS LAVTOBACILLUS,BIOLOG,,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,537,CARBONATO DE CÁLCIO P.A,VETEC,1KG,,,2,1,,True,,
ESTOQUE CONFORTAVEL,6277,,LAFAM QUÍMICA,500G,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,222321,CARBONATO DE SÓDIO,SIGMA,500G,,,0,1,P20C,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,124,,VETEC,500G,,,3,2,BANCADA LBM II (LETRA C),True,2024-09-23 00:00:00,
ESTOQUE CONFORTAVEL,C2011.01.AG,,SYNTH,1KG,,,1,1,P19C,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,R05901000,,ACS CIENTÍFICA,1KG,,,0,1,BANCADA LBM II (LETRA C),True,2024-11-14 00:00:00,
ESTOQUE CONFORTAVEL,789,,NEON,500G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,347,CARBONATO DE MAGNÉSIO,ISOFAR,500G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,419338,CARBOXYMETHYLCELLULOSE SODIUM SALT,SIGMA,1000G,,,1,0,BANCANDA LBM II (LETRA C),True,2024-11-13 00:00:00,
ESTOQUE CONFORTAVEL,C 5778,,SIGMA,500G,,,0,1,BANCANDA LBM II (LETRA C),True,2024-11-14 00:00:00,
ESTOQUE CONFORTAVEL,22077,CASEÍNA DE LEITE BOVINO,FLUKA,1000G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,C 7078,,SIGMA,1000G,,,0,1,P19C,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,C 7078,,SIGMA,500G,,,0,1,,True,2024-09-23 00:00:00,
ESTOQUE CONFORTAVEL,108,,INLAB,200G,,,0,1,P19C,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,22090,CASEÍNA HIDROLISADA,SIGMA,100G,,,0,1,P22H,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,1232,CASEÍNA USP,VETEC,500G,,,0,1,BANCADA LBM II,False,,
ESTOQUE CONFORTAVEL,C7252,CELOBIOSE,SIGMA,25G,,,0,1,BANCADA LBM II (LETRA C),True,2024-11-14 00:00:00,
ESTOQUE CONFORTAVEL,C7252,,SIGMA,100G,,,1,0,,False,,
ESTOQUE CONFORTAVEL,C7252,,SIGMA,25G,,,0,1,BANCADA LBM II,True,2024-09-23 00:00:00,
SEM ESTOQUE,C3023,CHAPS,SIGMA,5G,,,0,0,,False,,
ESTOQUE CONFORTAVEL,C3020,CHITIN AZURE,SIGMA,100MG,,,1,1,,False,,
ESTOQUE CONFORTAVEL,17850,*CIPROFLOXACINA,SIGMA,5G,,,0,1,,False,,
ESTOQUE CONFORTAVEL,C1033.01.AG,CITRATO DE SÓDIO,SYNTH,500G,,,0,1,BANCADA LBM II (LETRA C),True,2025-03-11 00:00:00,
ESTOQUE CONFORTAVEL,C509955RA,CITRATO DE SÓDIO TRIBÁSICO,ÊXODO,500G,,,1,0,BANCADA LBM I (LETRA C),True,2024-11-06 00:00:00,
ESTOQUE CONFORTAVEL,46068,CYPROCONAZOL,SIGMA,100MG,,,1,0,GABINETE TIAGO,False,,
SEM ESTOQUE,C 0378,CLORANFENICOL,SIGMA,25G,,,0,2,P19C,True,2024-09-09 00:00:00,
ESTOQUE CONFORTAVEL,113,CLORETO DE AMÔNIO,VETEC,1KG,,,2,2,"Controlado PF Armário A 3,4 e 5",True,2024-11-14 00:00:00,
